SOP Type,SOP Number,Document Date,Customer Number,Customer Name,Document Amount,Customer Class,Purchase,Sales Territory,Salesperson ID,State
Quote,ORDST2204,3/17/2027 0:00,MAGNIFIC0001,Magnificent Office Images,1176.47,CAN-ONMBSK-T6,No,TERRITORY 6,GARY W.,MB
Quote,ORDST2205,3/17/2027 0:00,METROPOL0001,Metropolitan Fiber Systems,170.99,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,WI
Quote,ORDST2206,3/18/2027 0:00,ASTORSUI0001,Astor Suites,42.7,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDST2207,3/18/2027 0:00,PLAZAONE0001,Plaza One,8602.49,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2208,3/18/2027 0:00,HOLLINGC0001,Holling Communications Inc.,256.65,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,MO
Quote,ORDST2209,3/19/2027 0:00,BREAKTHR0001,Breakthrough Telemarketing,23111.52,CAN-PQMT-T5,No,TERRITORY 5,FRANCINE B.,PQ
Quote,ORDST2210,3/20/2027 0:00,HOLLINGC0001,Holling Communications Inc.,855.47,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,MO
Quote,ORDST2211,3/21/2027 0:00,MAHLERST0001,Mahler State University,28799.4,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2212,3/22/2027 0:00,LAWRENCE0001,Lawrence Telemarketing,5135.9,USA-IAKSNE-T3,No,TERRITORY 3,NANCY B.,KS
Quote,ORDST2213,3/23/2027 0:00,BLUEYOND0001,Blue Yonder Airlines,59.95,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,KS
Quote,ORDST2214,3/24/2027 0:00,ASTORSUI0001,Astor Suites,513.18,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDST2215,3/25/2027 0:00,PLAZAONE0001,Plaza One,1433.75,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2216,3/26/2027 0:00,VANCOUVE0001,Vancouver Resort Hotels,448.76,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2217,3/27/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,203.25,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2218,3/28/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,42.59,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2219,3/29/2027 0:00,PLAZAONE0001,Plaza One,384.89,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2220,3/30/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,609.75,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2221,3/31/2027 0:00,BREAKTHR0001,Breakthrough Telemarketing,1305.3,CAN-PQMT-T5,Yes,TERRITORY 5,FRANCINE B.,PQ
Quote,ORDST2222,3/31/2027 0:00,HOLLINGC0001,Holling Communications Inc.,117.65,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,MO
Quote,ORD1008,9/11/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,128.3,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORD1009,9/11/2026 0:00,ADAMPARK0001,Adam Park Resort,2567.95,USA-INMI-T2,No,TERRITORY 2,GREG E.,IN
Quote,ORDST1018,7/8/2024 0:00,COUNTRYV0001,Country View Estates,186.67,NEWZEALAND-T8,Yes,TERRITORY 8,IAN M.,
Quote,ORDST1019,7/8/2024 0:00,ADVANCED0002,Advanced Tech Satellite System,276.58,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,ON
Quote,ORDST1020,7/8/2024 0:00,DOLLISCO0001,Dollis Cove Resort,135.37,CAN-PQMT-T5,Yes,TERRITORY 5,FRANCINE B.,PEI
Quote,ORDST1021,7/8/2024 0:00,LONDONBE0001,Londonberry Nursing Home,134.95,NEWZEALAND-T8,Yes,TERRITORY 8,IAN M.,
Quote,ORDST1017,5/22/2024 0:00,LEISURET0001,Leisure & Travel Consultants,11397,AUSTRALIA-T8,Yes,TERRITORY 8,IAN M.,NSW
Quote,ORDST1022,7/7/2024 0:00,CASTLEIN0001,Castle Inn Resort,128.35,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,ON
Quote,ORDST1023,7/7/2024 0:00,ADVANCED0002,Advanced Tech Satellite System,317.47,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,ON
Quote,QTEST1017,5/17/2024 0:00,SINCLAIR0001,Sinclair State University,699.75,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORD1003,5/7/2024 0:00,OFFICEDE0001,Office Design Systems Ltd,74910.65,CAN-ABBCYKNWTT7,No,TERRITORY 7,ERIN J.,AB
Quote,ORD1006,5/16/2024 0:00,KENSINGT0001,Kensington Gardens Resort,7051.25,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,WI
Quote,ORDPH1002,5/17/2024 0:00,WESTCENT0001,West Central Distributors,99.75,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDPH1003,5/16/2024 0:00,CENTRALI0001,Central Illinois Hospital,10946,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDPH1004,5/22/2024 0:00,MIDLANDC0001,Midland Construction,42.75,USA-INMI-T2,No,TERRITORY 2,GREG E.,IN
Quote,ORDRP1000,5/24/2024 0:00,ATMORERE0001,Atmore Retirement Center,42.75,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST1002,4/28/2024 0:00,ASSOCIAT0001,Associated Insurance Company,695.4,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,NE
Quote,ORDST1011,5/20/2024 0:00,LAWRENCE0001,Lawrence Telemarketing,513.5,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,KS
Quote,ORDST1012,5/27/2024 0:00,WESTSIDE0001,Westside Cable Service,385.1,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,MI
Quote,ORDST1014,5/19/2024 0:00,LASERMES0001,Laser Messenger Service,519.6,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST1015,5/28/2024 0:00,METROPOL0001,Metropolitan Fiber Systems,7051.25,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,WI
Quote,ORD1005,5/29/2024 0:00,COMMUNIC0002,Communication Connections,705.89,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST1013,5/19/2024 0:00,COMMUNIC0001,Communication Connections,213.47,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,MB
Quote,ORD1004,5/18/2024 0:00,VISIONIN0001,Vision Inc.,73947.65,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDSPEC1000,5/26/2024 0:00,COMPUTER0001,Computerized Phone Systems,128.35,USA-MNWI-T4,No,TERRITORY 4,SANDRA M.,WI
Quote,ORDSPEC1001,5/19/2024 0:00,COUNTRYV0001,Country View Estates,89.89,NEWZEALAND-T8,Yes,TERRITORY 8,IAN M.,
Quote,ORDST1024,5/8/2025 0:00,ADAMPARK0001,Adam Park Resort,128.2,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDST1026,5/8/2025 0:00,AARONFIT0001,Aaron Fitz Electrical,5873.79,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST1025,5/8/2025 0:00,BAKERSEM0001,Baker's Emporium Inc.,9479.68,USA-INMI-T2,No,TERRITORY 2,GREG E.,IN
Quote,ORDST2223,5/8/2027 0:00,AMERICAN0001,American Science Museum,0,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,MO
Quote,ORDPH1007,5/10/2024 0:00,CONTOSOL0001,"Contoso, Ltd.",117.65,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,NE
Quote,ORDST1008,5/10/2024 0:00,MAHLERST0001,Mahler State University,5999.95,USA-MNWI-T4,No,TERRITORY 4,SANDRA M.,MN
Quote,ORDST1009,5/11/2024 0:00,LAWRENCE0001,Lawrence Telemarketing,9.37,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,KS
Quote,ORDST1010,5/13/2024 0:00,BLUEYOND0001,Blue Yonder Airlines,1349.95,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,KS
Quote,ORDST1016,5/10/2024 0:00,BAKERSEM0001,Baker's Emporium Inc.,349.5,USA-INMI-T2,No,TERRITORY 2,GREG E.,IN
Quote,QTE1002,5/6/2024 0:00,ASTORSUI0001,Astor Suites,31.95,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,QTERP1000,5/14/2024 0:00,BAKERSEM0001,Baker's Emporium Inc.,349.5,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,QTEST1005,5/6/2024 0:00,LECLERC0001,LeClerc & Associates,406.5,CAN-PQMT-T5,Yes,TERRITORY 5,FRANCINE B.,PQ
Quote,ORDST2000,1/1/2026 0:00,CONTOSOL0001,"Contoso, Ltd.",3263.24,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,NE
Quote,ORDST2001,1/2/2026 0:00,AMERICAN0001,American Science Museum,1139.7,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,MO
Quote,ORDST2002,1/3/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,1219.49,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2003,1/3/2026 0:00,ADVANCED0001,Advanced Paper Co.,479.8,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2004,1/4/2026 0:00,RIVERSID0001,Riverside University,379.9,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2005,1/5/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,959.95,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2006,1/5/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,399.75,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2007,1/6/2026 0:00,PLAZAONE0001,Plaza One,299.9,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2008,1/6/2026 0:00,LONDONBE0001,Londonberry Nursing Home,359.85,NEWZEALAND-T8,Yes,TERRITORY 8,IAN M.,
Quote,ORDST2009,1/7/2026 0:00,MIDLANDC0001,Midland Construction,39.9,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDST2010,1/7/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,379.9,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2011,1/8/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,53.24,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2012,1/8/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,53.24,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2013,1/9/2026 0:00,ISNINDUS0001,ISN Industries,1444.45,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2014,1/10/2026 0:00,CONTOSOL0001,"Contoso, Ltd.",203.25,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,NE
Quote,ORDST2015,1/11/2026 0:00,VANCOUVE0001,Vancouver Resort Hotels,652.65,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2016,1/12/2026 0:00,PLAZAONE0001,Plaza One,1016.24,USA-MNWI-T4,No,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2017,1/13/2026 0:00,CENTRALC0001,Central Communications LTD,31.95,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2018,1/14/2026 0:00,MAGNIFIC0001,Magnificent Office Images,770.3,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,MB
Quote,ORDST2019,1/15/2026 0:00,METROPOL0001,Metropolitan Fiber Systems,31.95,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,WI
Quote,ORDST2020,1/16/2026 0:00,MAHLERST0001,Mahler State University,11999.9,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2021,1/17/2026 0:00,LAWRENCE0001,Lawrence Telemarketing,6419.95,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,KS
Quote,ORDST2022,1/18/2026 0:00,BLUEYOND0001,Blue Yonder Airlines,1349.95,USA-IAKSNE-T3,No,TERRITORY 3,NANCY B.,KS
Quote,ORDST2023,1/19/2026 0:00,ASTORSUI0001,Astor Suites,31.95,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,QTEST1006,5/9/2024 0:00,BOYLESCO0001,Boyle's Country Inn's,731.94,AUSTRALIA-T8,Yes,TERRITORY 8,IAN M.,VIC
Quote,QTEST1007,5/11/2024 0:00,CENTRALC0001,Central Communications LTD,31.95,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,QTEST1008,5/11/2024 0:00,BREAKTHR0001,Breakthrough Telemarketing,42.59,CAN-PQMT-T5,Yes,TERRITORY 5,FRANCINE B.,PQ
Quote,QTEST1009,5/15/2024 0:00,CONTOSOL0001,"Contoso, Ltd.",117.65,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,NE
Quote,QTEST1019,7/8/2024 0:00,CASTLEIN0001,Castle Inn Resort,128.35,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,ON
Quote,QTEST1020,7/8/2024 0:00,ADVANCED0002,Advanced Tech Satellite System,317.47,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,ON
Quote,ORDST2118,1/2/2027 0:00,AMERICAN0001,American Science Museum,1219.49,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,MO
Quote,ORDST2119,1/3/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,1219.49,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2120,1/3/2027 0:00,ADVANCED0001,Advanced Paper Co.,256.59,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2121,1/4/2027 0:00,RIVERSID0001,Riverside University,406.5,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2122,1/5/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,1027.15,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2123,1/5/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,427.74,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2125,1/6/2027 0:00,PLAZAONE0001,Plaza One,342.3,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2126,1/6/2027 0:00,LONDONBE0001,Londonberry Nursing Home,404.84,NEWZEALAND-T8,Yes,TERRITORY 8,IAN M.,
Quote,ORDST2127,1/7/2027 0:00,MIDLANDC0001,Midland Construction,42.7,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDST2128,1/7/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,406.5,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2129,1/8/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,53.24,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2130,1/8/2027 0:00,AARONFIT0001,Aaron Fitz Electrical,53.24,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2024,1/21/2026 0:00,PLAZAONE0001,Plaza One,812.99,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2025,1/22/2026 0:00,VANCOUVE0001,Vancouver Resort Hotels,25679.47,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2026,1/23/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,128.35,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2027,1/24/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,117.65,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2028,1/25/2026 0:00,ADAMPARK0001,Adam Park Resort,641.47,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDST2029,1/26/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,641.47,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2030,1/27/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,128.3,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2031,1/28/2026 0:00,CONTOSOL0001,"Contoso, Ltd.",320.74,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,NE
Quote,ORDST2032,1/29/2026 0:00,VANCOUVE0001,Vancouver Resort Hotels,64.15,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2045,2/9/2026 0:00,VANCOUVE0001,Vancouver Resort Hotels,5135.9,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2046,2/9/2026 0:00,PLAZAONE0001,Plaza One,2567.95,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2047,2/10/2026 0:00,CENTRALC0001,Central Communications LTD,5135.9,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2033,1/30/2026 0:00,PLAZAONE0001,Plaza One,256.7,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2034,1/31/2026 0:00,CENTRALC0001,Central Communications LTD,320.74,USA-ILMO-T1,Yes,TERRITORY 1,PAUL W.,IL
Quote,ORDST2035,2/1/2026 0:00,MAGNIFIC0001,Magnificent Office Images,641.47,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,MB
Quote,ORDST2036,2/2/2026 0:00,METROPOL0001,Metropolitan Fiber Systems,53.24,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,WI
Quote,ORDST2038,2/3/2026 0:00,LAWRENCE0001,Lawrence Telemarketing,10.65,USA-IAKSNE-T3,No,TERRITORY 3,NANCY B.,KS
Quote,ORDST2037,2/3/2026 0:00,MAHLERST0001,Mahler State University,19.9,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2039,2/3/2026 0:00,BLUEYOND0001,Blue Yonder Airlines,19.9,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,KS
Quote,ORDST2040,2/4/2026 0:00,ASTORSUI0001,Astor Suites,10.65,USA-INMI-T2,Yes,TERRITORY 2,GREG E.,IN
Quote,ORDST2041,2/5/2026 0:00,PLAZAONE0001,Plaza One,10.65,USA-MNWI-T4,Yes,TERRITORY 4,SANDRA M.,MN
Quote,ORDST2042,2/6/2026 0:00,VANCOUVE0001,Vancouver Resort Hotels,128.3,CAN-ABBCYKNWTT7,Yes,TERRITORY 7,ERIN J.,BC
Quote,ORDST2043,2/7/2026 0:00,AARONFIT0001,Aaron Fitz Electrical,320.74,USA-ILMO-T1,No,TERRITORY 1,PAUL W.,IL
Quote,ORDST2044,2/8/2026 0:00,CONTOSOL0001,"Contoso, Ltd.",128.35,USA-IAKSNE-T3,Yes,TERRITORY 3,NANCY B.,NE
Quote,ORDST2048,2/11/2026 0:00,MAGNIFIC0001,Magnificent Office Images,5135.9,CAN-ONMBSK-T6,Yes,TERRITORY 6,GARY W.,MB
